# Measures of the expression of two proteins in single cells
# Cell width (µm), Cell length (µm), expr1 (a.u.), expr2 (a.u.) 
1.01717618856, 1.18601687991, 1.94442957479, 3.72615191529
0.962300371113, 1.39398670797, 1.24288760968, 2.85954235315
1.3143512793, 1.25345422009, 2.0175894817, 3.72152522767
1.14691028489, 1.18110397875, 1.17994268307, 3.37831296886
1.19239102022, 1.02956849917, 1.23511002063, 3.09421647344
1.10325297265, 1.30736764133, 1.88068031014, 3.5251359585
1.08849866487, 1.04698401408, 1.94835875667, 4.01276093133
0.945979587233, 1.61471625098, 1.47584029888, 3.82133736214
1.09544884707, 1.70457845063, 0.948567734053, 2.39994544814
1.04245397232, 0.979301898532, 2.36222931886, 3.98980407171
1.22518551541, 1.4896562976, 1.34187980572, 3.08976764435
1.25713872448, 1.16111864969, 0.836455207303, 1.09936171793
1.29386485405, 1.21005570137, 3.34827300816, 6.4708556254
1.22457935183, 1.65699579787, 1.70969333391, 3.31876745442
1.06082830402, 0.588795072747, 0.646176959595, 1.69550293678
1.00246367594, 0.608911624627, 0.957742223609, 2.94743190831
1.21488784333, 0.5252729968, 1.46426571297, 2.40005964759
1.16858250636, 1.54077480693, 1.94211499442, 5.04897134747
0.9288209727, 1.47269593869, 1.07336703182, 2.32991149902
1.16849099202, 1.58751518531, 2.97593219754, 5.1586709135
1.22028788698, 1.72327292779, 1.658655474, 4.08369308893
1.13502820782, 1.49894820527, 1.06397501662, 3.0093649395
1.10749809638, 1.07684920282, 2.00501058969, 5.43738895264
1.03724579432, 1.47566147036, 2.34268967661, 4.39083196663
0.965155205149, 0.647843032336, 0.899910677761, 2.27962934788
1.21868312045, 1.29990127666, 0.93688735698, 1.5424033129
1.09349933712, 0.679191609261, 1.77194926985, 3.46419905779
1.10203527539, 1.68083614631, 0.572124798434, 1.43735549346
1.32389581607, 1.15231040219, 1.05995799032, 2.32815822974
1.20561684598, 1.01832742499, 2.09118000784, 3.11933493441
1.1702222877, 0.830694515131, 1.42002937456, 4.09872439731
1.14440912524, 1.46779211179, 1.60050169807, 2.57440683501
1.29989222059, 1.07018791527, 1.91124482883, 2.23226144452
1.32241404214, 1.21054243609, 1.73807233406, 2.91386622327
1.23326258745, 0.523487250545, 0.744417249275, 1.76438882845
1.19407617705, 1.27204437134, 2.44055540797, 3.99026503643
0.892028520207, 1.2651196534, 2.01159310756, 4.65806182736
1.14233969015, 1.27116749609, 1.76443745595, 3.5662506113
1.11369816943, 1.67968509814, 1.84548402676, 3.78303419614
1.13898065377, 1.35227537388, 3.00603511206, 5.8651118077
1.23479052295, 0.949384875717, 1.42392214114, 3.30272257657
0.819239703093, 1.04628994225, 1.16537555962, 3.31888989766
1.06413918102, 1.37203899491, 1.80575203683, 3.06143776489
1.15883461222, 0.575281839537, 1.94260691357, 3.59452725405
1.07570128825, 1.33345839431, 2.45855670548, 5.07631292262
0.968498433117, 1.33829733702, 1.36427908154, 1.56793982582
1.22643119665, 0.762978201342, 1.59976533764, 2.59746319475
1.15962081615, 0.661157872069, 0.729396385035, 2.38633781145
1.01880175046, 0.894285438655, 1.22261631118, 2.5537813387
1.1639024846, 0.954638463678, 1.08550313655, 3.17431326651
1.22108518724, 1.21274596302, 1.1361746611, 3.17628022181
1.12897637828, 1.04825189183, 2.37930352652, 3.8700731209
1.21871323171, 1.73546729757, 1.48080929204, 3.45842875836
1.13720988222, 0.627556013435, 1.08503074768, 3.32853117667
1.08378235207, 0.761095945119, 1.51582312118, 3.35973742504
0.997552571435, 0.701636897356, 1.82540834183, 3.16792902805
1.11868291837, 1.31638540683, 1.9110504031, 4.3795491479
1.15030277746, 0.816614503175, 2.73440287261, 5.47226578151
1.2272063113, 1.08288846607, 1.5996110214, 3.71593706862
1.11539068015, 0.805531990002, 1.51372493268, 3.68821522646
1.17999299117, 0.698711979557, 1.50901149293, 1.51667309626
1.01953435703, 0.637968926455, 1.8633317283, 4.30887390664
1.0400689236, 1.32041198683, 1.82482872345, 4.79197857546
1.11592306857, 0.672728689186, 1.27749017979, 3.17093909875
1.00937708832, 0.7457279521, 0.888302668826, 2.44487839145
1.22093422424, 0.960906463326, 1.68981851467, 3.94098055808
1.18063782862, 1.52624153731, 2.69280505957, 5.23650427355
1.15987175171, 0.621376594741, 1.14657302444, 3.10006236513
1.16662040255, 1.54743113437, 2.14918230974, 4.22463154152
1.35642951215, 0.620123009867, 1.56686781031, 2.90306063717
1.07547350891, 1.72057433127, 2.29429551115, 3.85559283145
0.879973118681, 1.08581400206, 0.973359432046, 1.87776509276
1.15086778611, 1.72095136024, 3.37750555236, 5.26532296549
1.12266916896, 1.25605689968, 0.930221512821, 1.77248752589
1.06998339648, 1.42407947425, 1.44038313237, 4.18797208273
1.01793004495, 0.548984740318, 1.60593580979, 3.84878948787
1.07882193641, 0.853508703221, 1.52758779855, 2.92678517478
1.14884101767, 0.650245701516, 1.70692425101, 3.33265904652
1.07164237811, 0.870175246903, 1.16217055349, 2.80891388783
1.40059541445, 0.648409648693, 1.46210914872, 2.81076538019
1.01999785368, 0.897478974242, 1.37224855515, 3.09775736489
1.03888545618, 1.01782874314, 2.1801306221, 4.72379487812
0.870136049641, 0.580184370436, 1.44234811779, 3.14267240822
1.15675614457, 1.36559014921, 2.17368257162, 4.45653154172
0.900852043975, 1.20825181776, 1.08130143874, 3.13906826818
1.06750823011, 0.831736863674, 1.8153804468, 3.56432835981
1.09727307828, 1.15406006683, 1.66187827917, 3.65894399783
1.048294942, 0.617425638448, 1.85287392621, 3.59884200691
1.32458993744, 1.21993311945, 3.0761941339, 5.59764948737
1.2405845586, 1.66162024697, 1.79931021897, 3.50954078908
1.27722782407, 0.898211190564, 1.36204267542, 2.73455895779
1.02880886595, 1.33426297495, 1.10684356788, 2.76159649114
1.25572737015, 0.664747328005, 1.34406978732, 3.34658692125
1.18434688057, 1.39540900515, 1.54341240394, 3.40046221342
1.21542300728, 0.861757616184, 1.67966185311, 3.81041461391
1.24453889992, 0.728989202509, 1.37384626618, 2.63031248597
1.02583621564, 1.23314116851, 1.32764253768, 2.28929031414
1.08050005072, 0.525134432734, 1.68105493549, 3.76485591957
1.22571270398, 1.53617503652, 1.31034822196, 3.36678340923
0.82872464107, 0.505869345241, 1.30049881384, 2.97983140386
1.29913995523, 1.347270671, 1.63680661004, 4.24155810686
1.19079343689, 0.83750996649, 1.82042358752, 4.26012229763
1.12322202739, 1.41899252765, 2.48940441019, 6.29776098132
1.15326079159, 1.7027356814, 1.69844438267, 3.43052916996
1.01216341538, 0.8109414294, 1.52122340545, 2.69917776621
1.08889228687, 1.22019666802, 1.66160323188, 3.06066168823
1.25253295961, 1.24005241409, 1.29392013794, 2.61100900916
1.2748452623, 1.21531488224, 1.91816397287, 4.15492880944
1.43261547217, 0.778852040801, 1.7846020014, 2.41803930005
1.12003766176, 1.6909362644, 2.08528016402, 4.89706912466
1.05406942228, 1.05890672327, 1.36532755826, 2.9084027267
1.07035407768, 1.55801084059, 1.75435256223, 3.48756703555
1.01350544277, 1.37434909415, 0.959773398234, 1.81004806534
1.11959419863, 0.871796188569, 1.25853912252, 2.82117762165
1.17156589716, 1.51724727463, 2.15468209704, 4.23974628431
1.1245153395, 0.995632176059, 1.93898741017, 3.83734711814
1.25208866115, 1.60137899639, 1.70632471805, 3.75727013053
1.10195074401, 1.22659109079, 1.64022381589, 3.11638632965
1.08917355931, 1.60216920232, 1.8791404549, 3.29615548492
1.06279004312, 1.3656644876, 1.71360022864, 3.89025597305
0.944156088407, 1.40656784977, 1.76140361723, 3.69966100043
0.9514755232, 1.12665547741, 0.551776651373, 1.94268637965
0.995325442731, 1.6951045434, 1.63217342866, 4.06602131721
1.27522959945, 1.30498774904, 1.97945984066, 3.37269842764
1.2293984712, 1.0298188107, 1.07397720681, 2.11207935863
1.2835272479, 1.25799151766, 2.82597963189, 5.97234196916
0.978055179375, 0.523991497887, 1.26129232946, 2.02692981727
0.906243658317, 0.876968520843, 1.95136580219, 3.16323079241
1.05389978702, 1.32521692187, 1.16220219479, 3.22038571198
1.1482182115, 0.862597009013, 1.00909842986, 2.65259669422
1.1846503388, 1.27251928625, 1.82847479854, 3.80409714167
1.24663016194, 1.03596087618, 0.718897011766, 2.02487793847
1.16045669291, 0.669342580278, 1.45098877617, 3.19472242721
1.32501828182, 0.872852907445, 1.65369786788, 3.42681514583
1.10326080581, 1.21245613838, 2.11429932211, 4.96211784652
1.02534921034, 1.23859095156, 1.86454201758, 3.56456172737
0.938674006125, 1.21790656106, 1.22360667199, 2.74127616503
1.02806949103, 1.31650102482, 0.980689296387, 3.51778774278
1.15569925341, 1.3151290875, 2.65427134263, 4.99745421741
1.02809782472, 1.03927304429, 1.05343964795, 3.88215907569
1.23407923517, 1.62068324481, 1.28296233518, 2.86320581214
1.28774328316, 0.95945233756, 1.03724274499, 3.35351675736
0.860999917248, 1.04483115658, 1.7898846944, 2.71921707024
1.22587702861, 1.61490419377, 1.61520968957, 3.51243978444
0.875666910862, 1.50774248631, 1.08871167927, 1.7087983419
1.17368348403, 1.37986072943, 1.82659966919, 4.23249408228
1.2665910098, 0.62528360914, 1.29776664622, 2.23914915369
1.13569739502, 1.64935326718, 1.42054768695, 3.29635250461
0.983981706755, 1.39280162444, 1.91399730889, 3.70638296078
1.06232032963, 1.74855875821, 2.40518931127, 3.93217060884
1.09885564008, 0.686810380822, 1.76107221849, 2.69698889485
1.10781504536, 1.58515757171, 2.21489019824, 4.02423063996
1.10548471028, 0.703116168345, 1.51693220702, 4.29075772253
1.1159802232, 1.26944945535, 0.661368251193, 1.82085407064
1.15246781107, 0.654774978562, 2.08795640279, 4.66697641212
0.992006233818, 1.56001028665, 1.76420832143, 3.61303773047
1.10107015369, 1.50914869841, 2.06686257901, 4.61171390884
1.29969659458, 1.21137592327, 2.47387184023, 3.64511760599
1.08497657888, 1.00897912153, 2.16706119017, 4.01540040484
1.07829762698, 0.586458744319, 1.44458976076, 3.72070029482
1.25004070465, 1.37178596643, 2.10916440844, 4.06851528744
0.83960610087, 1.06692835335, 1.03662002635, 2.50449817694
1.26168346731, 1.40256949934, 1.89746943196, 3.59510328625
1.05707646348, 1.58297790741, 1.21212738104, 3.48865725127
1.1468765257, 1.71940188125, 1.43500701169, 3.32605923016
1.13924786823, 1.56975417799, 1.26390450394, 2.92153622063
1.23472530623, 0.514642605231, 1.24007821721, 3.23522960867
1.09818433341, 0.949972580598, 1.95693435855, 4.27853012247
1.05187215043, 1.41248820303, 3.31940949431, 6.10312240355
1.27482538232, 0.714537096577, 1.54799418792, 4.22441942064
0.86161071883, 1.15129575776, 0.735306499458, 2.06779229017
1.1306736338, 0.567922485424, 1.82700120288, 3.90271450848
0.976282070526, 0.749995656121, 1.15231097672, 2.3534136771
1.04244481254, 0.523152243076, 0.953887910059, 2.51839841119
1.355325181, 1.4921221292, 2.22158437181, 5.25856369706
1.12334711208, 0.779905860075, 0.8131144961, 1.84444101261
1.15039042534, 0.931689600871, 1.59425618893, 2.73012685861
0.927351325971, 1.66010161683, 1.51466471262, 3.85343574747
1.04611528661, 1.3805180024, 1.64552975327, 3.38151503807
1.15055829471, 0.539798661914, 1.44342938123, 3.22114609648
1.16840928612, 0.705867695622, 1.40943010023, 3.08782925777
1.19798736074, 1.27684800187, 1.72898565541, 3.63963246912
1.12935272123, 1.22153573576, 1.76457707391, 4.14300471546
1.18784522407, 0.797366026718, 1.64145499143, 2.97269711921
1.17958297276, 1.66776749741, 1.25413014789, 2.29099818619
0.921915070998, 1.26745744496, 0.744725185371, 2.16665214563
1.13255481566, 1.16954100378, 1.5564566714, 2.39760235442
1.21502767502, 1.23738747044, 0.897186468896, 1.54483793237
1.19493997718, 1.4126525369, 1.84440228839, 4.8554936087
1.087322097, 0.88993124435, 1.85537795556, 4.22492008023
1.03747395034, 0.99777632777, 1.70946145699, 3.55832595509
1.00219117932, 0.762304686219, 0.846228520501, 2.99150797077
1.11359130546, 0.73274125735, 0.96775385454, 1.84461920627
1.25623354017, 1.68046548748, 2.2648318182, 4.2131473132
0.908141658459, 1.42443849381, 1.26585298521, 3.26245796882
1.05391835906, 1.11307351077, 1.32871129106, 3.51262144423
0.999766232565, 0.784268284967, 1.56805634553, 3.65128372421
1.2169521385, 0.817945602213, 0.990052317745, 1.00270050834
1.06583202362, 0.572536450405, 1.08750666572, 2.06654974846
1.07527339422, 1.04302078195, 1.08058265812, 2.89916157957
1.10389902959, 0.889744852493, 0.930021517166, 2.18739549267
1.17863641364, 1.37042936102, 1.24833193963, 4.35428835651
1.08410281, 0.972189799116, 1.77584118296, 4.2042499834
0.784658730793, 0.72450459695, 1.19547045546, 3.11875095734
1.18968534904, 0.530848410489, 0.915530535937, 1.72174688015
1.17791985979, 0.584062039329, 1.21668788872, 2.80444222577
1.10360661483, 1.34924096687, 0.746534455126, 2.26050291916
1.00605873318, 1.0671210557, 1.07603475968, 3.27192089284
1.16807330192, 1.17072401389, 2.79324960817, 5.7038636216
1.17117131464, 1.6208391163, 1.81670923878, 4.32763628025
1.07534163583, 1.73792368425, 2.22555332309, 3.79938543023
1.10392363947, 0.771121230498, 1.33914393526, 3.83246476077
1.02342224514, 1.32884775388, 1.72605799799, 2.78384188277
1.108227546, 0.829152970921, 1.70939948488, 3.25148479034
0.953431949791, 0.525813749332, 0.750384187787, 2.37685752211
1.17546855346, 1.4479733173, 1.7672601442, 3.5634541231
1.02181859398, 0.900021438528, 2.0895328801, 3.54744897419
1.15524623026, 0.979329867715, 1.11199412146, 2.18875744877
