# Measures of the expression of two proteins in single cells
# Volume (µm^3), expr1 (a.u.), expr2 (a.u.) 
1.03448607976, 5.24948279574, 4.46158573566
1.02474211313, 4.515964243, 5.03041499758
0.892052870953, 3.47046042424, 4.27102290436
0.924556112315, 3.38928691724, 3.90295812717
0.852075647839, 3.70588109741, 3.47388693196
0.823586182915, 3.50062078835, 3.7279683396
1.19156119486, 5.71362170321, 6.05671034882
1.06561928527, 4.21924992589, 4.96684957304
0.66136140377, 4.20025536661, 3.34894698736
0.832959256511, 3.14055598092, 3.08397757481
1.06744169232, 5.7971421068, 4.91458409914
1.03203583159, 4.224095478, 4.77047623452
1.12926182248, 5.33571825733, 4.81734694261
0.985332423747, 4.79566099046, 3.56012003269
0.944848331924, 3.88286519712, 3.22535768905
0.92497908144, 3.61773226164, 3.41056819133
1.08929450351, 4.85917289728, 4.5069974384
1.06469407433, 5.14074992703, 5.25048546751
0.938299995566, 4.79304894104, 4.62187146086
1.13938366326, 5.73872054345, 3.97354317048
1.17831270307, 4.71268124443, 4.36902303367
1.18713995536, 5.15455952649, 5.74479607278
1.00158285665, 6.11695728931, 4.30592212941
0.672648485467, 3.28639939751, 3.2949185047
0.765267709162, 2.34111055476, 2.70605650421
1.07036588702, 4.65425743305, 4.33263725613
1.09113273525, 5.83748310553, 4.27936825591
1.11226248649, 5.69791948202, 4.81032359133
1.13543652239, 4.62739082941, 4.84370111917
0.752583415311, 3.4044727098, 4.6263845658
1.27690463585, 5.51036236583, 5.0491899429
1.08558881744, 3.8597089831, 4.56744145639
0.907977587058, 3.88926274584, 3.69967550035
1.05212990633, 4.96547989625, 4.06824829829
0.853273975655, 4.56680761328, 4.4336674058
1.06632090138, 3.88011064655, 4.85164252981
0.733183482514, 3.93291904909, 2.5969549822
0.832233925469, 3.74429144, 4.13335022166
1.16727138576, 4.78593599065, 5.91380376248
1.04928352337, 4.30661478575, 4.4367319812
0.813803756447, 3.02979768291, 3.01659536535
0.783350123845, 3.87937255777, 3.51292676726
0.723881644576, 1.86465281795, 3.301887922
1.11599925282, 4.69981236905, 5.47778211253
1.07851401389, 4.5696589413, 4.96758728349
0.948108948172, 3.6970123547, 3.42944070993
1.18239226866, 4.03686359178, 5.46377113748
1.17492004452, 4.89463825507, 4.58805131159
1.11364013194, 5.41076999731, 4.73211165979
1.13387161582, 5.39195467, 5.18625544221
1.14413798831, 3.99725065529, 4.67787138571
1.02176325993, 4.90635577122, 3.92264491494
1.22643160777, 5.51958910528, 4.69119275965
0.938325510435, 4.88279201841, 3.36710264196
0.913097478189, 3.89691478582, 3.34904224578
0.844141386511, 3.04727028036, 3.21357492695
1.1482407839, 4.83306387321, 5.21915639607
0.970571597422, 4.22592680952, 3.54286595567
1.06942711941, 4.47211132186, 4.77975140331
0.914428106668, 5.17461854111, 4.50530520839
1.02896013462, 4.58050166943, 4.41672653112
1.17724260051, 4.33506395405, 5.2089746447
1.16878950039, 5.47005135099, 5.4269023081
0.942387245298, 4.90497212483, 3.36176120717
0.924605484415, 3.57057653202, 4.58783217741
1.12902641853, 4.33878168831, 4.28064561748
1.13323736992, 4.48034181414, 4.29987290282
1.14629497118, 4.96027758838, 4.97618238385
1.06852341974, 3.5809648258, 5.13947096608
0.737693860728, 2.88249401511, 3.19821146666
1.03121062922, 4.11518983831, 4.98965754865
0.73012263149, 3.39798236444, 3.07597467385
0.955063310156, 3.89393964022, 4.31497843814
0.95245821603, 4.47536566987, 4.46547852519
1.22039462563, 4.96640588472, 5.01280416192
1.06117746459, 3.84103910298, 4.96267980807
1.1780474238, 3.98412319784, 5.29611227021
1.00359572687, 4.66641873412, 4.08297423626
1.14390027357, 4.78113090713, 5.0095231952
1.15213707445, 4.15556580651, 4.40733506914
1.11743967072, 5.16124674135, 5.62161815959
1.09076389211, 4.98793255347, 4.05753030197
0.789951443265, 2.92401703, 3.89617227175
1.09118162301, 5.18063503396, 4.97724309574
1.1064392232, 4.19454609533, 5.3214351609
0.923824517398, 3.79019064505, 3.4550448736
0.797399906509, 3.35149383528, 3.37686521093
1.16986586754, 4.36261039629, 4.75090996614
0.702922847442, 3.51257097833, 3.09224124665
1.19010945144, 5.09093227067, 4.80142101699
0.814827591302, 3.29475363331, 4.00676040199
1.10707667074, 4.33596205576, 4.5458266922
1.09001473701, 5.09664113004, 5.1403756194
0.930388705078, 4.14060962307, 4.83957348923
0.787522775894, 3.68631144903, 2.76892696159
1.02192108354, 4.16772964838, 3.91229749331
1.07024094804, 3.68334341033, 4.24196442919
1.0689576063, 5.28694293902, 4.50112046123
0.763373854552, 3.1635318548, 3.54009016435
0.994046847133, 4.62169666949, 3.82412248473
0.974792400977, 4.33971919885, 3.8705292253
1.07160480117, 4.23009617467, 5.36753369823
1.21557438073, 5.11739637433, 5.75027555503
1.1930534703, 5.41384322383, 5.00484144892
0.950453071527, 4.58233389013, 4.29993387831
1.15044637427, 5.3413027741, 5.23555193755
0.783991910554, 3.43495524377, 3.73084359995
1.17787350326, 4.55071630911, 5.67141463095
1.16545581862, 3.68229930494, 5.37202754064
0.944643156709, 3.6287552833, 4.18982229785
0.899783226977, 3.43385640779, 4.13678179477
1.04440252877, 3.93194114806, 4.23861998684
1.09359787341, 4.65234172079, 4.41343516921
1.15650031084, 5.30628084153, 5.33610138085
1.13433315311, 4.51990188281, 5.05070519601
1.09041635428, 4.1744360872, 4.40820119661
0.959934470873, 4.57063970568, 4.05283744198
1.09946598339, 5.37279790466, 4.9572427082
1.12282302727, 4.51270309895, 4.73116905884
1.04900028245, 5.14018817238, 5.36202964869
0.71320210792, 2.69351539024, 2.70116930022
0.794303228759, 4.22733326531, 2.47608168432
1.13034635564, 4.94994042218, 5.67017688103
0.76627472199, 3.15536874514, 2.99521269242
0.991473468832, 4.11222202938, 4.50340341261
0.912335462256, 3.21139448879, 3.44739238517
0.994721586626, 4.57746917445, 4.38373154142
1.13594577007, 4.75505996279, 4.53624383818
0.87171928883, 4.21308426389, 3.22932134901
1.15833922238, 5.57154188497, 4.52572689971
0.850384100731, 3.62292952792, 3.775563098
0.923871697576, 3.98998223162, 3.22681382623
1.12638684556, 5.05060489992, 4.84935718373
0.835994083776, 4.10060207313, 3.85498128685
1.24211934795, 5.28530383315, 5.20614544579
0.756943014011, 4.09771161592, 3.4611403571
1.03774030381, 3.59859550659, 3.40239941019
0.94985610055, 3.63602547862, 4.37654326953
0.959114994328, 3.94987529988, 4.50407264616
1.19959827451, 5.26164082968, 5.1195436612
1.14593939822, 4.81813629592, 4.5418390488
0.848592800447, 3.53957501333, 4.67359572116
0.757791288782, 3.55685598197, 2.95955331783
1.19056745551, 5.01502259724, 4.55427839588
0.776382078952, 3.72433105276, 2.30255510044
1.06521525852, 4.50863461889, 5.47919835381
1.02923560296, 4.38432252837, 4.67259638253
0.733781803847, 2.88978167007, 2.87439548837
1.20386014759, 4.57306992224, 4.64756098199
1.16313855175, 5.8560729265, 5.25466429635
1.19674172823, 4.86205950732, 5.10948858182
1.07740111145, 4.8877891032, 4.72599326463
1.06111018259, 5.51849844026, 4.43280941428
1.02594473187, 5.54848837004, 5.09388481503
1.10629875684, 5.49993777332, 4.39189057351
1.00437948315, 5.16597395703, 4.5294768929
1.1282055388, 4.04645914745, 4.26999237171
0.718463184165, 2.51948330283, 3.54004144275
0.877803207763, 4.24744073867, 4.91863076742
0.837345085469, 3.86219908259, 3.25096240571
0.876360785517, 3.55600268638, 3.72135403283
